S21 dB20 X,S21 dB20 Y
46600000000,-12.84114139960611
46700000000,-12.85249019408114
46800000000,-12.862132021541
46900000000,-12.87054941702101
47000000000,-12.87840897026312
47100000000,-12.88645297465692
47200000000,-12.89537835655522
47300000000,-12.9057228102288
47400000000,-12.91777716280317
47500000000,-12.93153909958354
47600000000,-12.94671613921829
47700000000,-12.96277733720848
47800000000,-12.97904360298351
47900000000,-12.99480126724399
48000000000,-13.0094187759414
48100000000,-13.02244845428294
48200000000,-13.03369679182512
48300000000,-13.0432532560657
48400000000,-13.05147402625191
48500000000,-13.05892263739696
48600000000,-13.06627776601319
48700000000,-13.07422177812322
48800000000,-13.08332862628245
48900000000,-13.09396967689313
49000000000,-13.10625345715401
49100000000,-13.12001025247695
49200000000,-13.13482335520613
49300000000,-13.15010179741558
49400000000,-13.16518062088861
49500000000,-13.17943207774264
49600000000,-13.1923680725133
49700000000,-13.20371912616997
49800000000,-13.21347596174277
49900000000,-13.22188939316511
50000000000,-13.22942761404425
50100000000,-13.23669901065978
50200000000,-13.24435078958474
50300000000,-13.25296255793649
50400000000,-13.26294979245719
50500000000,-13.27449606980711
50600000000,-13.28752446113701
50700000000,-13.30171325712039
50800000000,-13.31655399571291
50900000000,-13.33143890945781
51000000000,-13.34576451550577
51100000000,-13.35903266400691
51200000000,-13.37093228173739
51300000000,-13.38138936032911
51400000000,-13.39057799681484
51500000000,-13.39888996803116
51600000000,-13.4068696876476
51700000000,-13.41512271644281
51800000000,-13.42421488477707
51900000000,-13.43457747682977
52000000000,-13.44643575724762
52100000000,-13.45977278017137
52200000000,-13.47433526983583
52300000000,-13.48967976521079
52400000000,-13.50525113973438
52500000000,-13.52047851773123
52600000000,-13.53487308650733
52700000000,-13.54811004901035
52800000000,-13.56008250780618
52900000000,-13.57091898886627
53000000000,-13.58096096704643
53100000000,-13.590705565531
53200000000,-13.60072176565914
53300000000,-13.61155424725822
53400000000,-13.623631431863
53500000000,-13.63719324294926
53600000000,-13.65225198663202
53700000000,-13.66859235953836
53800000000,-13.68581203268892
53900000000,-13.70339341880065
54000000000,-13.72079496531805
54100000000,-13.73754545831868
54200000000,-13.75332510997367
54300000000,-13.76802021359721
54400000000,-13.78174289526474
54500000000,-13.79481241955197
54600000000,-13.80770135128219
54700000000,-13.82095558413691
54800000000,-13.83510146488676
54900000000,-13.85055564151942
55000000000,-13.86755391606705
55100000000,-13.88611169347408
55200000000,-13.90602336320858
55300000000,-13.92690045418182
55400000000,-13.94824188602695
55500000000,-13.96952319423774
55600000000,-13.99028914668668
55700000000,-14.01023370380314
55800000000,-14.02925395823443
55900000000,-14.04746907406288
56000000000,-14.06520131901173
56100000000,-14.08292231504966
56200000000,-14.10117269086161
56300000000,-14.12046969842813
56400000000,-14.14121753824871
56500000000,-14.16363738458582
56600000000,-14.18772926842778
56700000000,-14.21327328010306
56800000000,-14.23986978430637
56900000000,-14.26701140989247
57000000000,-14.29417369955545
57100000000,-14.32090824627856
57200000000,-14.34692242164041
57300000000,-14.37213185154078
57400000000,-14.39667743373037
57500000000,-14.42090307074371
57600000000,-14.44529876138464
57700000000,-14.47041705230151
57800000000,-14.49677800937792
57900000000,-14.52477837737268
58000000000,-14.55462184948922
58100000000,-14.58628292155607
58200000000,-14.61951148812394
58300000000,-14.65387765557837
58400000000,-14.6888479947799
58500000000,-14.72388048888477
58600000000,-14.75852022970593
58700000000,-14.7924805568418
58800000000,-14.82569427331581
58900000000,-14.85832808385105
59000000000,-14.89075653092413
59100000000,-14.92349951897113
59200000000,-14.95713406274128
59300000000,-14.99219430198576
59400000000,-15.02907772933536
59500000000,-15.06797445814574
59600000000,-15.10883261664213
59700000000,-15.15136639819687
59800000000,-15.19510579996543
59900000000,-15.23947911644368
60000000000,-15.283912911841
60100000000,-15.32793247480711
60200000000,-15.37124477501567
60300000000,-15.41379058145947
60400000000,-15.45575687875314
60500000000,-15.49754689867061
60600000000,-15.53971296101778
60700000000,-15.5828621015159
60800000000,-15.62755108085551
60900000000,-15.67418843807276
61000000000,-15.72296089101451
61100000000,-15.77379902891171
61200000000,-15.82638721783662
61300000000,-15.88021768644549
61400000000,-15.93467801626464
61500000000,-15.98915664147414
61600000000,-16.0431481554113
61700000000,-16.09633986438896
61800000000,-16.14866587460899
61900000000,-16.20031953675567
62000000000,-16.25172174491609
62100000000,-16.30345032176869
62200000000,-16.35614173219567
62300000000,-16.41038075258637
62400000000,-16.46659775011904
62500000000,-16.52499183661453
62600000000,-16.58549335137245
62700000000,-16.64777404083409
62800000000,-16.71130196655029
62900000000,-16.77543211106383
63000000000,-16.83951603529458
63100000000,-16.9030113906277
63200000000,-16.9655733433313
63300000000,-17.02711207615046
63400000000,-17.08780807613154
63500000000,-17.14808196730624
63600000000,-17.20852365845534
63700000000,-17.26979207913467
63800000000,-17.33250185790557
63900000000,-17.39711607498274
64000000000,-17.46386405221988
64100000000,-17.53269927409682
64200000000,-17.60330524916646
64300000000,-17.67514815977461
64400000000,-17.74756674867799
64500000000,-17.81988378117225
64600000000,-17.89151888808246
64700000000,-17.96208473854972
64800000000,-18.03145047950532
64900000000,-18.09976230829302
65000000000,-18.16741869628501
65100000000,-18.23500314382958
65200000000,-18.30318556202866
65300000000,-18.37260793374427
65400000000,-18.44377362814545
65500000000,-18.51695926595401
65600000000,-18.59216536229117
65700000000,-18.66911424655252
65800000000,-18.74729625154469
65900000000,-18.82605522301277
66000000000,-18.90469814052289
66100000000,-18.98261000549296
66200000000,-19.05935462216874
66300000000,-19.13474497239821
66400000000,-19.20887236502848
66500000000,-19.28209022515119
66600000000,-19.35495454186772
66700000000,-19.42813036850183
66800000000,-19.50227970962829
66900000000,-19.57794851589527
67000000000,-19.65547280560859
67100000000,-19.73492004962745
67200000000,-19.8160764503555
67300000000,-19.89848238800591
67400000000,-19.98150944903003
67500000000,-20.06446534693936
67600000000,-20.14670822592642
67700000000,-20.22775122439259
67800000000,-20.30734065892155
67900000000,-20.38549566427434
68000000000,-20.46250343105541
68100000000,-20.53887059437875
68200000000,-20.61523890651223
68300000000,-20.69227782853964
68400000000,-20.77057178775008
68500000000,-20.85052102893244
68600000000,-20.93227330857988
68700000000,-21.01569803017891
68800000000,-21.10040841423975
68900000000,-21.18582611763065
69000000000,-21.27127788701385
69100000000,-21.35610700200674
69200000000,-21.43977963771979
69300000000,-21.52197114544257
69400000000,-21.60261644861631
